19,0 
19,125 
19,187 
19,250 
19,375 
19,437 
19,562 
19,687 
19,812 
19,875 
20,62 
20,125 
20,250 
20,375 
20,437 
20,562 
20,687 
20,750 
20,812 
20,937 
21,0 
21,62 
21,125 
21,187 
21,250 
21,312 
21,375 
21,375 
21,437 
21,500 
21,500 
21,562 
21,562 
21,625 
21,625 
21,625 
21,687 
21,687 
21,687 
21,687 
21,750 
21,750 
21,750 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,937 
21,875 
21,875 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,875 
21,812 
21,687 
21,562 
21,500 
21,375 
21,250 
21,125 
21,0 
20,875 
20,750 
20,625 
20,500 
20,375 
20,250 
20,187 
20,62 
20,0 
19,937 
19,937 
19,937 
19,937 
19,937 
19,937 
20,0 
20,62 
20,125 
20,250 
20,312 
20,375 
20,500 
20,562 
20,625 
20,750 
20,812 
20,875 
20,937 
21,62 
21,125 
21,187 
21,187 
21,250 
21,312 
21,375 
21,437 
21,437 
21,437 
21,500 
21,562 
21,562 
21,625 
21,625 
21,687 
21,625 
21,687 
21,687 
21,750 
21,750 
21,750 
21,750 
21,750 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,875 
21,812 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,875 
21,937 
21,937 
21,937 
21,875 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,937 
21,875 
21,875 
21,750 
21,687 
21,562 
21,437 
21,312 
21,187 
21,62 
20,937 
20,812 
20,687 
20,562 
20,437 
20,312 
20,250 
20,125 
20,0 
19,937 
19,937 
19,875 
19,937 
19,937 
19,937 
20,0 
20,62 
20,62 
20,187 
20,250 
20,312 
20,437 
20,500 
20,562 
20,687 
20,750 
20,812 
20,875 
20,937 
21,0 
21,62 
21,125 
21,187 
21,250 
21,312 
21,312 
21,375 
21,375 
21,437 
21,437 
21,500 
21,500 
21,562 
21,562 
21,562 
21,625 
21,625 
21,625 
21,625 
21,625 
21,687 
21,687 
21,687 
21,687 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,812 
21,750 
21,750 
21,750 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
