21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,750 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,812 
21,750 
21,750 
21,812 
21,812 
21,750 
21,812 
21,812 
21,750 
21,812 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,812 
21,750 
21,750 
21,812 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,750 
21,687 
21,687 
21,750 
21,750 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,687 
21,625 
21,687 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,562 
21,562 
21,625 
21,562 
21,625 
21,625 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,625 
21,562 
21,625 
21,562 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,562 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,625 
21,562 
21,625 
21,625 
21,625 
21,562 
21,625 
21,625 
21,625 
21,625 
21,562 
21,562 
21,625 
21,562 
21,625 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,500 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,625 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,625 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,562 
21,625 
